customer_id,order_date,order_id,order_total,product_id,quantity,address,city,email,first_name,last_name,phone_number,state,zip_code,product_description,product_name,product_price
8f625c8d-b3fc-4c91-b8da-146c48475a9f,2024-06-28,58782d5c-02c4-4ff2-a754-d4b7386479de,2924.69,102fa51a-addd-4673-8bf7-42cef60102fc,4,074 Christopher Wall,West Michaelborough,crystal30@example.com,Melissa,Burnett,237-780-0843,MO,18178,Yet dog according just receive may speak.,Best-of-breed Grow Camera,302.38
8f625c8d-b3fc-4c91-b8da-146c48475a9f,2024-06-28,58782d5c-02c4-4ff2-a754-d4b7386479de,2924.69,74409a7f-8256-4510-b9ab-84aac9562a61,1,074 Christopher Wall,West Michaelborough,crystal30@example.com,Melissa,Burnett,237-780-0843,MO,18178,Apply look house heart time plan couple.,Bricks-and-clicks Visualize Camera,79.79
8f625c8d-b3fc-4c91-b8da-146c48475a9f,2024-06-28,58782d5c-02c4-4ff2-a754-d4b7386479de,2924.69,96cc6b3c-4058-4a59-aebb-c35522452fbb,3,074 Christopher Wall,West Michaelborough,crystal30@example.com,Melissa,Burnett,237-780-0843,MO,18178,Process within such not.,Ubiquitous Deliver Mouse,153.94
8f625c8d-b3fc-4c91-b8da-146c48475a9f,2024-06-28,58782d5c-02c4-4ff2-a754-d4b7386479de,2924.69,9847938f-3ffe-494b-8063-1cbc950522ef,2,074 Christopher Wall,West Michaelborough,crystal30@example.com,Melissa,Burnett,237-780-0843,MO,18178,Blue arm rich generation live.,Plug-and-play Embrace Laptop,542.32
8f625c8d-b3fc-4c91-b8da-146c48475a9f,2024-06-28,58782d5c-02c4-4ff2-a754-d4b7386479de,2924.69,f88d2e53-590c-405a-aa02-de912908d3d5,4,074 Christopher Wall,West Michaelborough,crystal30@example.com,Melissa,Burnett,237-780-0843,MO,18178,Although expert news particular base chance.,Killer Deliver Smartwatch,22.23
cfcee141-fbd9-4315-b2dc-d675bee4354f,2024-06-28,774b0afa-45c7-4f66-b755-cda41121d017,794.54,2c4aa051-e2d4-499a-a940-37e48927b88e,5,4744 Greer Vista Suite 296,West Joseph,ballardjames@example.net,Sylvia,Hayes,+1-771-339-3739x33042,NC,39649,Listen explain strategy interesting notice onto.,Scalable Transition Printer,128.12
cfcee141-fbd9-4315-b2dc-d675bee4354f,2024-06-28,774b0afa-45c7-4f66-b755-cda41121d017,794.54,96cc6b3c-4058-4a59-aebb-c35522452fbb,1,4744 Greer Vista Suite 296,West Joseph,ballardjames@example.net,Sylvia,Hayes,+1-771-339-3739x33042,NC,39649,Process within such not.,Ubiquitous Deliver Mouse,153.94
9f50d468-87f3-4f37-b25a-d3329756fd58,2024-06-28,23743719-be39-41cb-83ca-ac982ab5a6b9,2444.78,19c51b48-cbef-4aa9-a321-1c9b501a5437,1,4047 Elizabeth Viaduct Suite 392,Nicoleville,bbrown@example.com,Teresa,Lambert,001-776-234-6764x3589,PR,57051,Whatever listen they.,Seamless Optimize Mouse,347.77
9f50d468-87f3-4f37-b25a-d3329756fd58,2024-06-28,23743719-be39-41cb-83ca-ac982ab5a6b9,2444.78,3b19d5af-eb48-485e-9a72-0ab6ddb6bdf8,1,4047 Elizabeth Viaduct Suite 392,Nicoleville,bbrown@example.com,Teresa,Lambert,001-776-234-6764x3589,PR,57051,Until hear real ready.,Scalable Utilize Camera,744.36
9f50d468-87f3-4f37-b25a-d3329756fd58,2024-06-28,23743719-be39-41cb-83ca-ac982ab5a6b9,2444.78,4cfb8032-aa17-4b66-b500-92c3c9172ce6,3,4047 Elizabeth Viaduct Suite 392,Nicoleville,bbrown@example.com,Teresa,Lambert,001-776-234-6764x3589,PR,57051,To also church student six subject win.,Impactful Cultivate Smartwatch,317.9
9f50d468-87f3-4f37-b25a-d3329756fd58,2024-06-28,23743719-be39-41cb-83ca-ac982ab5a6b9,2444.78,74409a7f-8256-4510-b9ab-84aac9562a61,5,4047 Elizabeth Viaduct Suite 392,Nicoleville,bbrown@example.com,Teresa,Lambert,001-776-234-6764x3589,PR,57051,Apply look house heart time plan couple.,Bricks-and-clicks Visualize Camera,79.79
5ccb6388-8358-4cfe-bac8-e7479f5c34c9,2024-06-28,5c49561d-f302-478d-b8da-1541d5879309,2500.57,19c51b48-cbef-4aa9-a321-1c9b501a5437,2,1272 Evans Terrace,East Morganton,joy98@example.com,Latoya,Mcdonald,001-449-355-3976x82768,NY,98784,Whatever listen they.,Seamless Optimize Mouse,347.77
