customer_id,order_date,order_id,order_total,product_id,quantity,address,city,email,first_name,last_name,phone_number,state,zip_code,product_description,product_name,product_price
7423695a-6bb5-467f-a86e-51d1d5acdff6,2024-06-17,1b56531b-b231-48f4-9390-0eb95c36d4ee,4775.23,19c51b48-cbef-4aa9-a321-1c9b501a5437,2,574 Daniel Parks Suite 139,Sarahchester,corey35@example.org,Brittany,Young,476.694.2828x84467,TX,18283,Whatever listen they.,Seamless Optimize Mouse,347.77
7423695a-6bb5-467f-a86e-51d1d5acdff6,2024-06-17,1b56531b-b231-48f4-9390-0eb95c36d4ee,4775.23,2c4aa051-e2d4-499a-a940-37e48927b88e,3,574 Daniel Parks Suite 139,Sarahchester,corey35@example.org,Brittany,Young,476.694.2828x84467,TX,18283,Listen explain strategy interesting notice onto.,Scalable Transition Printer,128.12
7423695a-6bb5-467f-a86e-51d1d5acdff6,2024-06-17,1b56531b-b231-48f4-9390-0eb95c36d4ee,4775.23,3b19d5af-eb48-485e-9a72-0ab6ddb6bdf8,1,574 Daniel Parks Suite 139,Sarahchester,corey35@example.org,Brittany,Young,476.694.2828x84467,TX,18283,Until hear real ready.,Scalable Utilize Camera,744.36
7423695a-6bb5-467f-a86e-51d1d5acdff6,2024-06-17,1b56531b-b231-48f4-9390-0eb95c36d4ee,4775.23,74409a7f-8256-4510-b9ab-84aac9562a61,3,574 Daniel Parks Suite 139,Sarahchester,corey35@example.org,Brittany,Young,476.694.2828x84467,TX,18283,Apply look house heart time plan couple.,Bricks-and-clicks Visualize Camera,79.79
7423695a-6bb5-467f-a86e-51d1d5acdff6,2024-06-17,1b56531b-b231-48f4-9390-0eb95c36d4ee,4775.23,9847938f-3ffe-494b-8063-1cbc950522ef,5,574 Daniel Parks Suite 139,Sarahchester,corey35@example.org,Brittany,Young,476.694.2828x84467,TX,18283,Blue arm rich generation live.,Plug-and-play Embrace Laptop,542.32
fcb8e5a8-af38-4921-bbec-d9c377f4cbb8,2024-06-17,dc78008f-04ec-4c93-a036-dd8ea470ef75,1209.52,102fa51a-addd-4673-8bf7-42cef60102fc,4,680 Amy Mountain Apt. 618,Hallbury,pwilson@example.org,Patrick,Martin,001-945-362-5517x342,AS,48404,Yet dog according just receive may speak.,Best-of-breed Grow Camera,302.38
d69b2cf8-c3d9-40ad-90f7-7e554880b693,2024-06-17,e519acc7-82e6-4a50-a1d3-85c2edc75e17,1094.49,19c51b48-cbef-4aa9-a321-1c9b501a5437,2,372 William Terrace Apt. 683,North Rossport,browndanielle@example.org,Jason,Gilbert,+1-542-484-4510x43382,TN,69048,Whatever listen they.,Seamless Optimize Mouse,347.77
d69b2cf8-c3d9-40ad-90f7-7e554880b693,2024-06-17,e519acc7-82e6-4a50-a1d3-85c2edc75e17,1094.49,74409a7f-8256-4510-b9ab-84aac9562a61,5,372 William Terrace Apt. 683,North Rossport,browndanielle@example.org,Jason,Gilbert,+1-542-484-4510x43382,TN,69048,Apply look house heart time plan couple.,Bricks-and-clicks Visualize Camera,79.79
76e1a16e-8721-44d5-8563-7f3775bf0c6e,2024-06-17,697cee0f-fae9-40dc-994b-999f8ef4ce96,4403.16,2c4aa051-e2d4-499a-a940-37e48927b88e,3,4259 Snyder Islands Apt. 597,Danastad,katherine38@example.net,Karen,Sanchez,001-842-985-9206x04501,AL,11027,Listen explain strategy interesting notice onto.,Scalable Transition Printer,128.12
76e1a16e-8721-44d5-8563-7f3775bf0c6e,2024-06-17,697cee0f-fae9-40dc-994b-999f8ef4ce96,4403.16,4cfb8032-aa17-4b66-b500-92c3c9172ce6,4,4259 Snyder Islands Apt. 597,Danastad,katherine38@example.net,Karen,Sanchez,001-842-985-9206x04501,AL,11027,To also church student six subject win.,Impactful Cultivate Smartwatch,317.9
76e1a16e-8721-44d5-8563-7f3775bf0c6e,2024-06-17,697cee0f-fae9-40dc-994b-999f8ef4ce96,4403.16,9847938f-3ffe-494b-8063-1cbc950522ef,4,4259 Snyder Islands Apt. 597,Danastad,katherine38@example.net,Karen,Sanchez,001-842-985-9206x04501,AL,11027,Blue arm rich generation live.,Plug-and-play Embrace Laptop,542.32
76e1a16e-8721-44d5-8563-7f3775bf0c6e,2024-06-17,697cee0f-fae9-40dc-994b-999f8ef4ce96,4403.16,edee2ff1-f50b-4895-9a0e-39365bf09746,4,4259 Snyder Islands Apt. 597,Danastad,katherine38@example.net,Karen,Sanchez,001-842-985-9206x04501,AL,11027,Stock edge three much attack.,Extensible Maximize Smartwatch,122.25
76e1a16e-8721-44d5-8563-7f3775bf0c6e,2024-06-17,697cee0f-fae9-40dc-994b-999f8ef4ce96,4403.16,f88d2e53-590c-405a-aa02-de912908d3d5,4,4259 Snyder Islands Apt. 597,Danastad,katherine38@example.net,Karen,Sanchez,001-842-985-9206x04501,AL,11027,Although expert news particular base chance.,Killer Deliver Smartwatch,22.23
21b97146-4611-446c-b4ba-280037b4b09e,2024-06-17,89c35163-d0df-409b-8413-e0a4b4b41aec,2553.65,102fa51a-addd-4673-8bf7-42cef60102fc,4,43368 Davies Isle,North Thomas,bhoffman@example.net,Donna,Anderson,001-869-654-5992x24014,RI,54878,Yet dog according just receive may speak.,Best-of-breed Grow Camera,302.38
21b97146-4611-446c-b4ba-280037b4b09e,2024-06-17,89c35163-d0df-409b-8413-e0a4b4b41aec,2553.65,74409a7f-8256-4510-b9ab-84aac9562a61,3,43368 Davies Isle,North Thomas,bhoffman@example.net,Donna,Anderson,001-869-654-5992x24014,RI,54878,Apply look house heart time plan couple.,Bricks-and-clicks Visualize Camera,79.79
21b97146-4611-446c-b4ba-280037b4b09e,2024-06-17,89c35163-d0df-409b-8413-e0a4b4b41aec,2553.65,96cc6b3c-4058-4a59-aebb-c35522452fbb,4,43368 Davies Isle,North Thomas,bhoffman@example.net,Donna,Anderson,001-869-654-5992x24014,RI,54878,Process within such not.,Ubiquitous Deliver Mouse,153.94
21b97146-4611-446c-b4ba-280037b4b09e,2024-06-17,89c35163-d0df-409b-8413-e0a4b4b41aec,2553.65,edee2ff1-f50b-4895-9a0e-39365bf09746,4,43368 Davies Isle,North Thomas,bhoffman@example.net,Donna,Anderson,001-869-654-5992x24014,RI,54878,Stock edge three much attack.,Extensible Maximize Smartwatch,122.25
